#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Ice Shape DATA SUBMITTAL FORM for Test Case ONERAM6, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 2.0 deg
#                           Mach Number: 0.4 [-]
#       Mean aerodynamic chord (M.A.C.): 0.801673 [m]
#                       Reynolds Number: 4.2558 million (based on MAC)
#                       Freestream Temp: 267.15 [K]
#                        Reference area: 1.1532 [m2]
#               Moment Reference Center: 0.25, 0, 0 [m] (X, Y, Z)
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "insert the number of total ice layers"
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p1_BINS01_KS_1mm_SINGLE_LAYER"
1.01060 0.10000 -0.00221 
1.00930 0.10000 -0.00237 
1.00791 0.10000 -0.00255 
1.00643 0.10000 -0.00273 
1.00485 0.10000 -0.00292 
1.00317 0.10000 -0.00313 
1.00137 0.10000 -0.00335 
0.99946 0.10000 -0.00359 
0.99742 0.10000 -0.00384 
0.99524 0.10000 -0.00410 
0.99292 0.10000 -0.00439 
0.99044 0.10000 -0.00469 
0.98780 0.10000 -0.00502 
0.98499 0.10000 -0.00536 
0.98198 0.10000 -0.00573 
0.97878 0.10000 -0.00613 
0.97537 0.10000 -0.00655 
0.97174 0.10000 -0.00700 
0.96786 0.10000 -0.00748 
0.96374 0.10000 -0.00799 
0.95934 0.10000 -0.00853 
0.95466 0.10000 -0.00910 
0.94969 0.10000 -0.00971 
0.94439 0.10000 -0.01035 
0.93877 0.10000 -0.01103 
0.93279 0.10000 -0.01175 
0.92644 0.10000 -0.01250 
0.91971 0.10000 -0.01329 
0.91258 0.10000 -0.01411 
0.90502 0.10000 -0.01497 
0.89703 0.10000 -0.01587 
0.88858 0.10000 -0.01680 
0.87966 0.10000 -0.01777 
0.87026 0.10000 -0.01878 
0.86035 0.10000 -0.01981 
0.84994 0.10000 -0.02088 
0.83901 0.10000 -0.02198 
0.82755 0.10000 -0.02311 
0.81556 0.10000 -0.02428 
0.80304 0.10000 -0.02547 
0.78998 0.10000 -0.02669 
0.77640 0.10000 -0.02793 
0.76230 0.10000 -0.02920 
0.74768 0.10000 -0.03049 
0.73258 0.10000 -0.03179 
0.71701 0.10000 -0.03310 
0.70099 0.10000 -0.03442 
0.68456 0.10000 -0.03573 
0.66774 0.10000 -0.03702 
0.65058 0.10000 -0.03829 
0.63311 0.10000 -0.03952 
0.61539 0.10000 -0.04069 
0.59746 0.10000 -0.04180 
0.57937 0.10000 -0.04283 
0.56117 0.10000 -0.04376 
0.54291 0.10000 -0.04460 
0.52466 0.10000 -0.04532 
0.50646 0.10000 -0.04593 
0.48837 0.10000 -0.04642 
0.47043 0.10000 -0.04679 
0.45271 0.10000 -0.04704 
0.43525 0.10000 -0.04718 
0.41809 0.10000 -0.04722 
0.40127 0.10000 -0.04715 
0.38484 0.10000 -0.04700 
0.36882 0.10000 -0.04676 
0.35325 0.10000 -0.04646 
0.33814 0.10000 -0.04609 
0.32353 0.10000 -0.04566 
0.30943 0.10000 -0.04519 
0.29584 0.10000 -0.04467 
0.28278 0.10000 -0.04413 
0.27026 0.10000 -0.04355 
0.25827 0.10000 -0.04294 
0.24681 0.10000 -0.04232 
0.23588 0.10000 -0.04168 
0.22547 0.10000 -0.04102 
0.21557 0.10000 -0.04035 
0.20617 0.10000 -0.03967 
0.19725 0.10000 -0.03898 
0.18880 0.10000 -0.03829 
0.18081 0.10000 -0.03760 
0.17325 0.10000 -0.03691 
0.16611 0.10000 -0.03622 
0.15938 0.10000 -0.03553 
0.15304 0.10000 -0.03486 
0.14706 0.10000 -0.03419 
0.14143 0.10000 -0.03353 
0.13614 0.10000 -0.03289 
0.13116 0.10000 -0.03225 
0.12649 0.10000 -0.03164 
0.12241 0.09970 -0.03323 
0.11915 0.09909 -0.03544 
0.11561 0.09894 -0.03791 
0.11099 0.09962 -0.04060 
0.10649 0.10029 -0.04148 
0.10291 0.10051 -0.04206 
0.09963 0.10067 -0.04221 
0.09669 0.10073 -0.04227 
0.09388 0.10083 -0.04218 
0.09119 0.10095 -0.04201 
0.08854 0.10114 -0.04173 
0.08595 0.10138 -0.04135 
0.08339 0.10168 -0.04087 
0.08087 0.10202 -0.04025 
0.07841 0.10240 -0.03949 
0.07604 0.10280 -0.03859 
0.07376 0.10320 -0.03753 
0.07160 0.10359 -0.03634 
0.06959 0.10395 -0.03502 
0.06773 0.10426 -0.03359 
0.06605 0.10452 -0.03206 
0.06455 0.10472 -0.03046 
0.06324 0.10486 -0.02883 
0.06211 0.10493 -0.02717 
0.06116 0.10493 -0.02553 
0.06039 0.10486 -0.02392 
0.05977 0.10474 -0.02235 
0.05930 0.10456 -0.02084 
0.05897 0.10433 -0.01941 
0.05875 0.10406 -0.01807 
0.05864 0.10375 -0.01682 
0.05861 0.10342 -0.01566 
0.05866 0.10307 -0.01461 
0.05877 0.10271 -0.01366 
0.05893 0.10233 -0.01280 
0.05912 0.10196 -0.01203 
0.05935 0.10158 -0.01133 
0.05958 0.10121 -0.01073 
0.05982 0.10086 -0.01019 
0.06005 0.10052 -0.00968 
0.06025 0.10022 -0.00924 
0.06026 0.10003 -0.00873 
0.06003 0.10000 -0.00822 
0.05976 0.10000 -0.00773 
0.05952 0.10000 -0.00724 
0.05929 0.10000 -0.00676 
0.05908 0.10000 -0.00628 
0.05888 0.10000 -0.00581 
0.05871 0.10000 -0.00535 
0.05854 0.10000 -0.00488 
0.05840 0.10000 -0.00442 
0.05827 0.10000 -0.00397 
0.05816 0.10000 -0.00355 
0.05806 0.10000 -0.00308 
0.05797 0.10000 -0.00260 
0.05790 0.10000 -0.00219 
0.05784 0.10000 -0.00183 
0.05779 0.10000 -0.00125 
0.05776 0.10000 -0.00060 
0.05774 0.10000 -0.00015 
0.05773 0.10000 0.00000 
0.05774 0.10000 0.00015 
0.05776 0.10000 0.00060 
0.05779 0.10000 0.00125 
0.05779 0.10003 0.00182 
0.05772 0.10010 0.00217 
0.05770 0.10015 0.00251 
0.05748 0.10033 0.00260 
0.05708 0.10060 0.00257 
0.05663 0.10092 0.00266 
0.05623 0.10121 0.00268 
0.05576 0.10155 0.00280 
0.05527 0.10191 0.00298 
0.05475 0.10230 0.00327 
0.05420 0.10272 0.00364 
0.05365 0.10314 0.00405 
0.05309 0.10358 0.00455 
0.05254 0.10403 0.00514 
0.05201 0.10447 0.00583 
0.05149 0.10492 0.00660 
0.05100 0.10537 0.00748 
0.05053 0.10582 0.00845 
0.05011 0.10626 0.00953 
0.04973 0.10668 0.01071 
0.04942 0.10709 0.01200 
0.04917 0.10747 0.01339 
0.04901 0.10782 0.01488 
0.04895 0.10814 0.01648 
0.04899 0.10841 0.01817 
0.04916 0.10864 0.01996 
0.04946 0.10881 0.02183 
0.04992 0.10891 0.02378 
0.05055 0.10894 0.02581 
0.05139 0.10888 0.02788 
0.05245 0.10872 0.03001 
0.05378 0.10845 0.03211 
0.05538 0.10804 0.03424 
0.05730 0.10749 0.03623 
0.05957 0.10677 0.03815 
0.06220 0.10588 0.03981 
0.06522 0.10481 0.04118 
0.06865 0.10355 0.04212 
0.07241 0.10213 0.04238 
0.07662 0.10048 0.04190 
0.08085 0.09885 0.04002 
0.08538 0.09702 0.03693 
0.08890 0.09595 0.03112 
0.08773 0.09793 0.02643 
0.08637 0.10000 0.02492 
0.08841 0.10000 0.02541 
0.09059 0.10000 0.02590 
0.09291 0.10000 0.02638 
0.09538 0.10000 0.02686 
0.09803 0.10000 0.02733 
0.10084 0.10000 0.02781 
0.10384 0.10000 0.02831 
0.10704 0.10000 0.02882 
0.11045 0.10000 0.02934 
0.11409 0.10000 0.02989 
0.11796 0.10000 0.03045 
0.12209 0.10000 0.03104 
0.12649 0.10000 0.03164 
0.13116 0.10000 0.03225 
0.13614 0.10000 0.03289 
0.14143 0.10000 0.03353 
0.14706 0.10000 0.03419 
0.15304 0.10000 0.03486 
0.15938 0.10000 0.03553 
0.16611 0.10000 0.03622 
0.17325 0.10000 0.03691 
0.18081 0.10000 0.03760 
0.18880 0.10000 0.03829 
0.19725 0.10000 0.03898 
0.20617 0.10000 0.03967 
0.21557 0.10000 0.04035 
0.22547 0.10000 0.04102 
0.23588 0.10000 0.04168 
0.24681 0.10000 0.04232 
0.25827 0.10000 0.04294 
0.27026 0.10000 0.04355 
0.28278 0.10000 0.04413 
0.29584 0.10000 0.04467 
0.30943 0.10000 0.04519 
0.32353 0.10000 0.04566 
0.33814 0.10000 0.04609 
0.35325 0.10000 0.04646 
0.36882 0.10000 0.04676 
0.38484 0.10000 0.04700 
0.40127 0.10000 0.04715 
0.41809 0.10000 0.04722 
0.43525 0.10000 0.04718 
0.45271 0.10000 0.04704 
0.47043 0.10000 0.04679 
0.48837 0.10000 0.04642 
0.50646 0.10000 0.04593 
0.52466 0.10000 0.04532 
0.54291 0.10000 0.04460 
0.56117 0.10000 0.04376 
0.57937 0.10000 0.04283 
0.59746 0.10000 0.04180 
0.61539 0.10000 0.04069 
0.63311 0.10000 0.03952 
0.65058 0.10000 0.03829 
0.66774 0.10000 0.03702 
0.68456 0.10000 0.03573 
0.70099 0.10000 0.03442 
0.71701 0.10000 0.03310 
0.73258 0.10000 0.03179 
0.74768 0.10000 0.03049 
0.76230 0.10000 0.02920 
0.77640 0.10000 0.02793 
0.78998 0.10000 0.02669 
0.80304 0.10000 0.02547 
0.81556 0.10000 0.02428 
0.82755 0.10000 0.02311 
0.83901 0.10000 0.02198 
0.84994 0.10000 0.02088 
0.86035 0.10000 0.01981 
0.87026 0.10000 0.01878 
0.87966 0.10000 0.01777 
0.88858 0.10000 0.01680 
0.89703 0.10000 0.01587 
0.90502 0.10000 0.01497 
0.91258 0.10000 0.01411 
0.91971 0.10000 0.01329 
0.92644 0.10000 0.01250 
0.93279 0.10000 0.01175 
0.93877 0.10000 0.01103 
0.94439 0.10000 0.01035 
0.94969 0.10000 0.00971 
0.95466 0.10000 0.00910 
0.95934 0.10000 0.00853 
0.96374 0.10000 0.00799 
0.96786 0.10000 0.00748 
0.97174 0.10000 0.00700 
0.97537 0.10000 0.00655 
0.97878 0.10000 0.00613 
0.98198 0.10000 0.00573 
0.98499 0.10000 0.00536 
0.98780 0.10000 0.00502 
0.99044 0.10000 0.00469 
0.99292 0.10000 0.00439 
0.99524 0.10000 0.00410 
0.99742 0.10000 0.00384 
0.99946 0.10000 0.00359 
1.00137 0.10000 0.00335 
1.00317 0.10000 0.00313 
1.00485 0.10000 0.00292 
1.00643 0.10000 0.00273 
1.00791 0.10000 0.00255 
1.00930 0.10000 0.00237 
1.01060 0.10000 0.00221 
1.01183 0.10000 0.00206 
1.01297 0.10000 0.00192 
1.01405 0.10000 0.00178 
1.01506 0.10000 0.00166 
1.01601 0.10000 0.00154 
1.01690 0.10000 0.00143 
1.01773 0.10000 0.00132 
1.01852 0.10000 0.00122 
1.01925 0.10000 0.00113 
1.01994 0.10000 0.00104 
1.02059 0.10000 0.00096 
1.02120 0.10000 0.00088 
1.02177 0.10000 0.00081 
1.02230 0.10000 0.00074 
1.02280 0.10000 0.00068 
1.02327 0.10000 0.00062 
1.02371 0.10000 0.00056 
1.02412 0.10000 0.00051 
1.02450 0.10000 0.00046 
1.02486 0.10000 0.00042 
1.02519 0.10000 0.00037 
1.02550 0.10000 0.00033 
1.02579 0.10000 0.00030 
1.02606 0.10000 0.00026 
1.02631 0.10000 0.00023 
1.02654 0.10000 0.00020 
1.02675 0.10000 0.00017 
1.02694 0.10000 0.00015 
1.02712 0.10000 0.00013 
1.02728 0.10000 0.00010 
1.02743 0.10000 0.00009 
1.02756 0.10000 0.00007 
1.02767 0.10000 0.00005 
1.02777 0.10000 0.00004 
1.02786 0.10000 0.00003 
1.02793 0.10000 0.00002 
1.02799 0.10000 0.00001 
1.02803 0.10000 0.00001 
1.02807 0.10000 0.00000 
1.02809 0.10000 0.00000 
1.02809 0.10000 0.00000 

ZONE T="SLICE_Y_0p75_BINS07_KS_1mm_SINGLE_LAYER"
1.21070 0.75000 0.00000 
1.21069 0.75000 -0.00000 
1.21068 0.75000 -0.00000 
1.21065 0.75000 -0.00001 
1.21062 0.75000 -0.00001 
1.21057 0.75000 -0.00002 
1.21051 0.75000 -0.00002 
1.21044 0.75000 -0.00003 
1.21036 0.75000 -0.00004 
1.21027 0.75000 -0.00006 
1.21016 0.75000 -0.00007 
1.21005 0.75000 -0.00008 
1.20992 0.75000 -0.00010 
1.20978 0.75000 -0.00012 
1.20962 0.75000 -0.00014 
1.20945 0.75000 -0.00016 
1.20927 0.75000 -0.00018 
1.20907 0.75000 -0.00021 
1.20886 0.75000 -0.00024 
1.20862 0.75000 -0.00027 
1.20838 0.75000 -0.00030 
1.20811 0.75000 -0.00033 
1.20782 0.75000 -0.00037 
1.20751 0.75000 -0.00041 
1.20719 0.75000 -0.00045 
1.20683 0.75000 -0.00050 
1.20646 0.75000 -0.00054 
1.20606 0.75000 -0.00059 
1.20563 0.75000 -0.00065 
1.20517 0.75000 -0.00071 
1.20469 0.75000 -0.00077 
1.20417 0.75000 -0.00083 
1.20361 0.75000 -0.00090 
1.20303 0.75000 -0.00098 
1.20240 0.75000 -0.00106 
1.20173 0.75000 -0.00114 
1.20101 0.75000 -0.00123 
1.20025 0.75000 -0.00133 
1.19944 0.75000 -0.00143 
1.19858 0.75000 -0.00154 
1.19766 0.75000 -0.00165 
1.19668 0.75000 -0.00177 
1.19564 0.75000 -0.00190 
1.19452 0.75000 -0.00204 
1.19334 0.75000 -0.00219 
1.19207 0.75000 -0.00234 
1.19072 0.75000 -0.00251 
1.18928 0.75000 -0.00269 
1.18775 0.75000 -0.00287 
1.18611 0.75000 -0.00308 
1.18437 0.75000 -0.00329 
1.18251 0.75000 -0.00352 
1.18052 0.75000 -0.00376 
1.17841 0.75000 -0.00402 
1.17615 0.75000 -0.00430 
1.17374 0.75000 -0.00459 
1.17118 0.75000 -0.00491 
1.16844 0.75000 -0.00525 
1.16553 0.75000 -0.00561 
1.16243 0.75000 -0.00599 
1.15912 0.75000 -0.00640 
1.15560 0.75000 -0.00684 
1.15185 0.75000 -0.00730 
1.14786 0.75000 -0.00778 
1.14362 0.75000 -0.00830 
1.13911 0.75000 -0.00884 
1.13432 0.75000 -0.00942 
1.12923 0.75000 -0.01002 
1.12384 0.75000 -0.01065 
1.11812 0.75000 -0.01131 
1.11206 0.75000 -0.01200 
1.10565 0.75000 -0.01272 
1.09888 0.75000 -0.01347 
1.09174 0.75000 -0.01424 
1.08420 0.75000 -0.01505 
1.07626 0.75000 -0.01588 
1.06792 0.75000 -0.01674 
1.05916 0.75000 -0.01762 
1.04998 0.75000 -0.01853 
1.04037 0.75000 -0.01946 
1.03033 0.75000 -0.02041 
1.01986 0.75000 -0.02139 
1.00898 0.75000 -0.02239 
0.99767 0.75000 -0.02340 
0.98596 0.75000 -0.02443 
0.97386 0.75000 -0.02548 
0.96138 0.75000 -0.02653 
0.94854 0.75000 -0.02759 
0.93537 0.75000 -0.02864 
0.92189 0.75000 -0.02967 
0.90814 0.75000 -0.03069 
0.89414 0.75000 -0.03167 
0.87994 0.75000 -0.03261 
0.86556 0.75000 -0.03350 
0.85106 0.75000 -0.03432 
0.83648 0.75000 -0.03507 
0.82185 0.75000 -0.03574 
0.80722 0.75000 -0.03632 
0.79263 0.75000 -0.03681 
0.77813 0.75000 -0.03720 
0.76376 0.75000 -0.03750 
0.74955 0.75000 -0.03770 
0.73556 0.75000 -0.03782 
0.72180 0.75000 -0.03784 
0.70833 0.75000 -0.03779 
0.69516 0.75000 -0.03767 
0.68232 0.75000 -0.03748 
0.66984 0.75000 -0.03723 
0.65773 0.75000 -0.03694 
0.64602 0.75000 -0.03660 
0.63472 0.75000 -0.03622 
0.62383 0.75000 -0.03580 
0.61337 0.75000 -0.03536 
0.60333 0.75000 -0.03490 
0.59372 0.75000 -0.03442 
0.58454 0.75000 -0.03392 
0.57578 0.75000 -0.03340 
0.56743 0.75000 -0.03287 
0.55950 0.75000 -0.03234 
0.55196 0.75000 -0.03179 
0.54481 0.75000 -0.03124 
0.53804 0.75000 -0.03069 
0.53163 0.75000 -0.03013 
0.52604 0.74975 -0.03129 
0.52245 0.74858 -0.03602 
0.51573 0.74938 -0.04034 
0.50880 0.75043 -0.04093 
0.50358 0.75069 -0.04144 
0.49860 0.75095 -0.04109 
0.49423 0.75102 -0.04081 
0.49013 0.75109 -0.04038 
0.48632 0.75112 -0.04000 
0.48277 0.75114 -0.03964 
0.47946 0.75114 -0.03934 
0.47641 0.75111 -0.03912 
0.47357 0.75107 -0.03896 
0.47093 0.75102 -0.03883 
0.46842 0.75099 -0.03870 
0.46600 0.75099 -0.03854 
0.46366 0.75104 -0.03834 
0.46137 0.75114 -0.03807 
0.45912 0.75130 -0.03774 
0.45689 0.75151 -0.03733 
0.45468 0.75177 -0.03683 
0.45250 0.75208 -0.03623 
0.45035 0.75243 -0.03552 
0.44826 0.75280 -0.03468 
0.44623 0.75318 -0.03372 
0.44429 0.75356 -0.03263 
0.44246 0.75393 -0.03141 
0.44077 0.75425 -0.03009 
0.43923 0.75453 -0.02867 
0.43784 0.75476 -0.02718 
0.43663 0.75492 -0.02564 
0.43559 0.75502 -0.02407 
0.43472 0.75505 -0.02251 
0.43402 0.75501 -0.02096 
0.43347 0.75491 -0.01946 
0.43307 0.75475 -0.01802 
0.43281 0.75454 -0.01664 
0.43266 0.75428 -0.01535 
0.43262 0.75398 -0.01416 
0.43266 0.75366 -0.01307 
0.43278 0.75331 -0.01208 
0.43296 0.75294 -0.01119 
0.43318 0.75256 -0.01041 
0.43344 0.75218 -0.00973 
0.43373 0.75181 -0.00915 
0.43402 0.75143 -0.00866 
0.43431 0.75108 -0.00825 
0.43459 0.75074 -0.00791 
0.43485 0.75042 -0.00762 
0.43507 0.75014 -0.00738 
0.43507 0.75000 -0.00698 
0.43484 0.75000 -0.00659 
0.43462 0.75000 -0.00619 
0.43442 0.75000 -0.00580 
0.43424 0.75000 -0.00542 
0.43407 0.75000 -0.00503 
0.43392 0.75000 -0.00466 
0.43377 0.75000 -0.00429 
0.43365 0.75000 -0.00391 
0.43353 0.75000 -0.00354 
0.43343 0.75000 -0.00319 
0.43333 0.75000 -0.00284 
0.43325 0.75000 -0.00247 
0.43318 0.75000 -0.00208 
0.43313 0.75000 -0.00175 
0.43308 0.75000 -0.00146 
0.43304 0.75000 -0.00100 
0.43302 0.75000 -0.00048 
0.43300 0.75000 -0.00012 
0.43299 0.75000 -0.00000 
0.43300 0.75000 0.00012 
0.43291 0.75006 0.00041 
0.43283 0.75012 0.00032 
0.43269 0.75022 0.00001 
0.43220 0.75053 -0.00020 
0.43190 0.75074 -0.00044 
0.43135 0.75109 -0.00058 
0.43085 0.75142 -0.00074 
0.43027 0.75181 -0.00077 
0.42970 0.75219 -0.00075 
0.42910 0.75261 -0.00066 
0.42845 0.75306 -0.00042 
0.42783 0.75350 -0.00021 
0.42714 0.75398 0.00022 
0.42649 0.75445 0.00059 
0.42580 0.75495 0.00118 
0.42513 0.75545 0.00179 
0.42446 0.75596 0.00253 
0.42383 0.75646 0.00338 
0.42322 0.75695 0.00431 
0.42264 0.75744 0.00536 
0.42212 0.75790 0.00652 
0.42165 0.75835 0.00779 
0.42125 0.75877 0.00916 
0.42093 0.75916 0.01065 
0.42069 0.75952 0.01224 
0.42056 0.75983 0.01393 
0.42054 0.76009 0.01571 
0.42065 0.76029 0.01758 
0.42089 0.76044 0.01953 
0.42129 0.76051 0.02156 
0.42185 0.76052 0.02364 
0.42258 0.76044 0.02576 
0.42350 0.76028 0.02791 
0.42463 0.76002 0.03005 
0.42597 0.75967 0.03219 
0.42754 0.75921 0.03426 
0.42936 0.75865 0.03629 
0.43143 0.75796 0.03813 
0.43379 0.75715 0.03992 
0.43638 0.75623 0.04133 
0.43931 0.75516 0.04266 
0.44238 0.75404 0.04337 
0.44586 0.75273 0.04397 
0.44927 0.75150 0.04368 
0.45320 0.75002 0.04316 
0.45672 0.74883 0.04147 
0.46079 0.74736 0.03921 
0.46393 0.74648 0.03535 
0.46687 0.74577 0.02987 
0.46610 0.74721 0.02197 
0.46317 0.75000 0.02152 
0.46529 0.75000 0.02191 
0.46754 0.75000 0.02229 
0.46995 0.75000 0.02269 
0.47252 0.75000 0.02310 
0.47525 0.75000 0.02352 
0.47816 0.75000 0.02395 
0.48127 0.75000 0.02441 
0.48458 0.75000 0.02488 
0.48810 0.75000 0.02536 
0.49185 0.75000 0.02585 
0.49584 0.75000 0.02636 
0.50008 0.75000 0.02687 
0.50459 0.75000 0.02740 
0.50938 0.75000 0.02794 
0.51446 0.75000 0.02848 
0.51986 0.75000 0.02903 
0.52558 0.75000 0.02958 
0.53163 0.75000 0.03013 
0.53804 0.75000 0.03069 
0.54481 0.75000 0.03124 
0.55196 0.75000 0.03179 
0.55950 0.75000 0.03234 
0.56743 0.75000 0.03287 
0.57578 0.75000 0.03340 
0.58454 0.75000 0.03392 
0.59372 0.75000 0.03442 
0.60333 0.75000 0.03490 
0.61337 0.75000 0.03536 
0.62383 0.75000 0.03580 
0.63472 0.75000 0.03622 
0.64602 0.75000 0.03660 
0.65773 0.75000 0.03694 
0.66984 0.75000 0.03723 
0.68232 0.75000 0.03748 
0.69516 0.75000 0.03767 
0.70833 0.75000 0.03779 
0.72180 0.75000 0.03784 
0.73556 0.75000 0.03782 
0.74955 0.75000 0.03770 
0.76376 0.75000 0.03750 
0.77813 0.75000 0.03720 
0.79263 0.75000 0.03681 
0.80722 0.75000 0.03632 
0.82185 0.75000 0.03574 
0.83648 0.75000 0.03507 
0.85106 0.75000 0.03432 
0.86556 0.75000 0.03350 
0.87994 0.75000 0.03261 
0.89414 0.75000 0.03167 
0.90814 0.75000 0.03069 
0.92189 0.75000 0.02967 
0.93537 0.75000 0.02864 
0.94854 0.75000 0.02759 
0.96138 0.75000 0.02653 
0.97386 0.75000 0.02548 
0.98596 0.75000 0.02443 
0.99767 0.75000 0.02340 
1.00898 0.75000 0.02239 
1.01986 0.75000 0.02139 
1.03033 0.75000 0.02041 
1.04037 0.75000 0.01946 
1.04998 0.75000 0.01853 
1.05916 0.75000 0.01762 
1.06792 0.75000 0.01674 
1.07626 0.75000 0.01588 
1.08420 0.75000 0.01505 
1.09174 0.75000 0.01424 
1.09888 0.75000 0.01347 
1.10565 0.75000 0.01272 
1.11206 0.75000 0.01200 
1.11812 0.75000 0.01131 
1.12384 0.75000 0.01065 
1.12923 0.75000 0.01002 
1.13432 0.75000 0.00942 
1.13911 0.75000 0.00884 
1.14362 0.75000 0.00830 
1.14786 0.75000 0.00778 
1.15185 0.75000 0.00730 
1.15560 0.75000 0.00684 
1.15912 0.75000 0.00640 
1.16243 0.75000 0.00599 
1.16553 0.75000 0.00561 
1.16844 0.75000 0.00525 
1.17118 0.75000 0.00491 
1.17374 0.75000 0.00459 
1.17615 0.75000 0.00430 
1.17841 0.75000 0.00402 
1.18052 0.75000 0.00376 
1.18251 0.75000 0.00352 
1.18437 0.75000 0.00329 
1.18611 0.75000 0.00308 
1.18775 0.75000 0.00287 
1.18928 0.75000 0.00269 
1.19072 0.75000 0.00251 
1.19207 0.75000 0.00234 
1.19334 0.75000 0.00219 
1.19452 0.75000 0.00204 
1.19564 0.75000 0.00190 
1.19668 0.75000 0.00177 
1.19766 0.75000 0.00165 
1.19858 0.75000 0.00154 
1.19944 0.75000 0.00143 
1.20025 0.75000 0.00133 
1.20101 0.75000 0.00123 
1.20173 0.75000 0.00114 
1.20240 0.75000 0.00106 
1.20303 0.75000 0.00098 
1.20361 0.75000 0.00090 
1.20417 0.75000 0.00083 
1.20469 0.75000 0.00077 
1.20517 0.75000 0.00071 
1.20563 0.75000 0.00065 
1.20606 0.75000 0.00059 
1.20646 0.75000 0.00054 
1.20683 0.75000 0.00050 
1.20719 0.75000 0.00045 
1.20751 0.75000 0.00041 
1.20782 0.75000 0.00037 
1.20811 0.75000 0.00033 
1.20838 0.75000 0.00030 
1.20862 0.75000 0.00027 
1.20886 0.75000 0.00024 
1.20907 0.75000 0.00021 
1.20927 0.75000 0.00018 
1.20945 0.75000 0.00016 
1.20962 0.75000 0.00014 
1.20978 0.75000 0.00012 
1.20992 0.75000 0.00010 
1.21005 0.75000 0.00008 
1.21016 0.75000 0.00007 
1.21027 0.75000 0.00006 
1.21036 0.75000 0.00004 
1.21044 0.75000 0.00003 
1.21051 0.75000 0.00002 
1.21057 0.75000 0.00002 
1.21062 0.75000 0.00001 
1.21065 0.75000 0.00001 
1.21068 0.75000 0.00000 
1.21069 0.75000 0.00000 
1.21070 0.75000 0.00000 

ZONE T="SLICE_Y_1p4_BINS07_KS_1mm_SINGLE_LAYER"
1.39331 1.40000 0.00000 
1.39330 1.40000 -0.00000 
1.39329 1.40000 -0.00000 
1.39327 1.40000 -0.00000 
1.39324 1.40000 -0.00001 
1.39321 1.40000 -0.00001 
1.39316 1.40000 -0.00002 
1.39311 1.40000 -0.00002 
1.39305 1.40000 -0.00003 
1.39298 1.40000 -0.00004 
1.39290 1.40000 -0.00005 
1.39282 1.40000 -0.00006 
1.39272 1.40000 -0.00008 
1.39261 1.40000 -0.00009 
1.39250 1.40000 -0.00010 
1.39237 1.40000 -0.00012 
1.39223 1.40000 -0.00014 
1.39208 1.40000 -0.00016 
1.39192 1.40000 -0.00018 
1.39174 1.40000 -0.00020 
1.39156 1.40000 -0.00022 
1.39136 1.40000 -0.00025 
1.39114 1.40000 -0.00028 
1.39091 1.40000 -0.00031 
1.39066 1.40000 -0.00034 
1.39040 1.40000 -0.00037 
1.39011 1.40000 -0.00041 
1.38981 1.40000 -0.00045 
1.38949 1.40000 -0.00049 
1.38915 1.40000 -0.00053 
1.38878 1.40000 -0.00058 
1.38839 1.40000 -0.00063 
1.38798 1.40000 -0.00068 
1.38753 1.40000 -0.00074 
1.38706 1.40000 -0.00080 
1.38656 1.40000 -0.00086 
1.38602 1.40000 -0.00093 
1.38545 1.40000 -0.00100 
1.38484 1.40000 -0.00107 
1.38419 1.40000 -0.00116 
1.38350 1.40000 -0.00124 
1.38276 1.40000 -0.00133 
1.38197 1.40000 -0.00143 
1.38114 1.40000 -0.00154 
1.38024 1.40000 -0.00165 
1.37929 1.40000 -0.00176 
1.37828 1.40000 -0.00189 
1.37719 1.40000 -0.00202 
1.37604 1.40000 -0.00216 
1.37481 1.40000 -0.00231 
1.37350 1.40000 -0.00247 
1.37210 1.40000 -0.00265 
1.37060 1.40000 -0.00283 
1.36901 1.40000 -0.00302 
1.36731 1.40000 -0.00323 
1.36550 1.40000 -0.00346 
1.36358 1.40000 -0.00369 
1.36152 1.40000 -0.00395 
1.35933 1.40000 -0.00422 
1.35699 1.40000 -0.00451 
1.35450 1.40000 -0.00482 
1.35185 1.40000 -0.00514 
1.34903 1.40000 -0.00549 
1.34603 1.40000 -0.00586 
1.34284 1.40000 -0.00624 
1.33945 1.40000 -0.00665 
1.33584 1.40000 -0.00708 
1.33202 1.40000 -0.00754 
1.32796 1.40000 -0.00801 
